"","ID","Reason_for_absence","Month_of_absence","Seasons","Transportation_expense","Distance_from_residence_to_work","Service_time","Age","Workload_average_perday","Hit_target","Disciplinary_failure","Son","Social_drinker","Social_smoker","Height","Body_mass_index","emp_abseeism_time_in_hours"
"23","10","13","8","1",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0,0.384615384615385,"0",1,"1","0",0.7,0.421052631578947,6.62064162957289
"24","20","28","8","1",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0,0.384615384615385,"0",4,"1","0",0.3,0.210526315789474,4
"25","11","18","8","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0,0.384615384615385,"0",2,"1","0",0.7,0.578947368421053,8
"26","10","25","8","1",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0,0.384615384615385,"0",1,"1","0",0.7,0.421052631578947,7
"27","11","23","8","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0,0.384615384615385,"0",2,"1","0",0.7,0.578947368421053,1
"28","30","28","8","1",0.15,0.468085106382979,0.217391304347826,0.0769230769230769,0,0.384615384615385,"0",0,"1","1",0.7,0.157894736842105,4
"29","11","18","8","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0,0.384615384615385,"0",2,"1","0",0.7,0.578947368421053,8
"30","3","23","8","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,2
"31","3","18","8","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,8
"32","2","18","8","1",0.45,0.51063829787234,0.478260869565217,0.807692307692308,0,0.384615384615385,"0",1,"0","1",0.254870150791822,0.736842105263158,8
"33","1","23","8","1",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0,0.384615384615385,"0",1,"0","0",0.7,0.526315789473684,4
"34","2","18","8","1",0.45,0.51063829787234,0.478260869565217,0.807692307692308,0,0.384615384615385,"0",1,"0","1",0.194469325335052,0.736842105263158,8
"35","3","23","8","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,2
"36","10","23","8","1",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0,0.384615384615385,"0",1,"1","0",0.7,0.421052631578947,1
"37","11","24","8","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0,0.384615384615385,"0",2,"1","0",0.7,0.578947368421053,8
"38","19","11","8","1",0.665384615384615,0.957446808510638,0.478260869565217,0.192307692307692,0,0.384615384615385,"0",0,"1","0",0.4,0.315789473684211,4
"39","2","28","8","1",0.45,0.51063829787234,0.478260869565217,0.807692307692308,0,0.384615384615385,"0",1,"0","1",0.601245137320345,0.736842105263158,8
"40","20","23","8","1",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0,0.384615384615385,"0",4,"1","0",0.3,0.210526315789474,4
"41","27","23","9","1",0.253846153846154,0.787234042553192,0.260869565217391,0,0.258919729713986,0.384615384615385,"0",0,"0","0",0.2,0.105263157894737,2
"42","34","23","9","1",0,0.106382978723404,0.391304347826087,0.384615384615385,0.258919729713986,0.384615384615385,"0",0,"0","0",0.7,0.473684210526316,4
"43","3","23","9","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.258919729713986,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,4
"44","5","19","9","1",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.258919729713986,0.384615384615385,"0",1,"1","0",0.2,1,8
"45","14","23","9","1",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.258919729713986,0.384615384615385,"0",2,"1","0",0.7,0.315789473684211,2
"46","34","23","9","1",0,0.106382978723404,0.391304347826087,0.384615384615385,0.258919729713986,0.384615384615385,"0",0,"0","0",0.7,0.473684210526316,3
"47","3","23","9","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.258919729713986,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,3
"48","15","23","9","1",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.258919729713986,0.384615384615385,"0",1,"1","0",0.6,0.315789473684211,4
"49","20","22","9","1",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.258919729713986,0.384615384615385,"0",4,"1","0",0.3,0.210526315789474,4
"50","15","14","9","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.258919729713986,0.384615384615385,"0",1,"1","0",0.6,0.315789473684211,4.89014849318006
"51","20","0","9","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.258919729713986,0.384615384615385,"0.660254466922717",4,"1","0",0.3,0.210526315789474,2.71796426461827
"52","29","0","9","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.258919729713986,0.384615384615385,"1",1,"0","0",0.4,0.263157894736842,0
"53","28","23","9","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.258919729713986,0.384615384615385,"0",1,"0","0",0.4,0.263157894736842,2
"54","34","23","9","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.258919729713986,0.384615384615385,"0",0,"0","0",0.7,0.473684210526316,2
"55","11","0","9","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.258919729713986,0.384615384615385,"1",2,"1","0",0.7,0.578947368421053,0
"56","36","0","9","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.318474978065136,0.384615384615385,"1",1,"1","0",0.564939082302669,0.631578947368421,0
"57","28","18","9","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.258919729713986,0.384615384615385,"0",1,"0","0",0.4,0.263157894736842,3
"58","3","23","9","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.258919729713986,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,3
"59","13","0","9","4",0.965384615384615,0.25531914893617,0.478260869565217,0.153846153846154,0.258919729713986,0.384615384615385,"1",3,"1","0",0.4,0.499047867527886,0
"60","33","23","9","4",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.258919729713986,0.384615384615385,"0",2,"0","0",0,0.684210526315789,1
"61","3","23","9","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.258919729713986,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,3
"62","20","23","9","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.258919729713986,0.384615384615385,"0",4,"1","0",0.3,0.210526315789474,4
"63","3","23","10","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.346216578318868,0.461538461538462,"0",0,"1","0",0.5,0.631578947368421,3
"64","34","23","10","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.346216578318868,0.461538461538462,"0",0,"0","0",0.7,0.473684210526316,5.35777554633412
"65","36","0","10","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.346216578318868,0.461538461538462,"1",1,"1","0",0.559026801605435,0.631578947368421,0
"66","22","23","10","4",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.346216578318868,0.461538461538462,"0",0,"0","0",0.6,0,1
"67","3","23","10.4706057834286","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.346216578318868,0.461538461538462,"0",0,"1","0",0.5,0.631578947368421,3
"68","28","23","10","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.346216578318868,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,3
"69","34","23","10","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.346216578318868,0.461538461538462,"0",0,"0","0",0.7,0.473684210526316,3
"70","28","23","10","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.346216578318868,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,2
"71","33","23","10","4",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.346216578318868,0.461538461538462,"0",2,"0","0",0,0.684210526315789,2
"72","15","23","10","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.346216578318868,0.461538461538462,"0",1,"1","0",0.6,0.315789473684211,5
"73","3","23","10","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.346216578318868,0.461538461538462,"0",0,"1","0",0.5,0.631578947368421,8
"74","28","23","10","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.346216578318868,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,3
"75","20","19","10","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.346216578318868,0.461538461538462,"0",4,"1","0",0.3,0.210526315789474,16
"76","15","14","10","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.346216578318868,0.461538461538462,"0",1,"1","0",0.6,0.315789473684211,8
"77","28","28","10","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.346216578318868,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,2
"78","11","26","10","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.447916416768495,0.461538461538462,"0",2,"1","0",0.7,0.578947368421053,8
"79","10","23","10","4",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.346216578318868,0.461538461538462,"0",1,"1","0",0.7,0.421052631578947,1
"80","20","28","10","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.346216578318868,0.461538461538462,"0",4,"1","0",0.3,0.210526315789474,3
"81","3","23","11","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.731257645482612,0.461538461538462,"0",0,"1","0",0.5,0.631578947368421,1
"82","28","23","11","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.731257645482612,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,1
"83","3","13","11","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.731257645482612,0.647723678924584,"0",0,"1","0",0.5,0.631578947368421,8
"84","17","21","11","4",0.234615384615385,0.361702127659574,0.695652173913043,0.5,0.731257645482612,0.461538461538462,"0",2,"0","1",0.5,0.157894736842105,8
"85","15","23","11","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.533671759920605,0.461538461538462,"0",1,"1","0",0.6,0.315789473684211,5
"86","14","10","11","4",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.731257645482612,0.461538461538462,"0",2,"1","0",0.7,0.315789473684211,5.88366455626468
"87","6","22","11","4",0.273076923076923,0.51063829787234,0.521739130434783,0.230769230769231,0.731257645482612,0.461538461538462,"0",2,"0","0",0.2,0.315789473684211,8
"88","15","14","11","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.731257645482612,0.461538461538462,"0",1,"1","0",0.6,0.315789473684211,2.67112165595179
"89","28","23","11","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.731257645482612,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,1
"90","14","6","11","4",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.731257645482612,0.461538461538462,"0",2,"1","0",0.618253975564733,0.315789473684211,8
"91","28","23","11","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.731257645482612,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,3
"92","17","21","11","4",0.234615384615385,0.361702127659574,0.695652173913043,0.5,0.731257645482612,0.547207125480856,"0",2,"0","1",0.5,0.157894736842105,8
"93","28","13","11","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.731257645482612,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,3
"94","20","28","11","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.312623990060369,0.461538461538462,"0",4,"1","0",0.3,0.210526315789474,4
"95","33","28","11","4",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.731257645482612,0.461538461538462,"0",2,"0","0",0,0.684210526315789,1
"96","28","28","11","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.731257645482612,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,3
"97","11","7","11","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.731257645482612,0.461538461538462,"0",2,"1","0",0.7,0.578947368421053,6.42436078615544
"98","15","23","11","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.731257645482612,0.461538461538462,"0",1,"1","0",0.6,0.315789473684211,3
"99","33","23","12","4",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.40331012990039,0.769230769230769,"0",2,"0","0",0,0.684210526315789,1
"100","34","19","12","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.40331012990039,0.769230769230769,"0",0,"0","0",0.7,0.473684210526316,4.84026989478023
"101","36","23","12","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.40331012990039,0.769230769230769,"0",1,"1","0",0.461665261754791,0.631578947368421,2
"102","1","26","12","4",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0.40331012990039,0.769230769230769,"0",1,"0","0",0.7,0.526315789473684,8
"103","28","23","12","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.40331012990039,0.769230769230769,"0",1,"0","0",0.4,0.263157894736842,2
"104","20","26","12","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.40331012990039,0.769230769230769,"0",4,"1","0",0.3,0.210526315789474,8
"105","34","19","12","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.416521986760953,0.769230769230769,"0",0,"0","0",0.7,0.473684210526316,4.82351735961011
"106","10","22","12","4",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.491862861304371,0.769230769230769,"0",1,"1","0",0.7,0.421052631578947,8
"107","28","28","12","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.40331012990039,0.769230769230769,"0",1,"0","0",0.4,0.263157894736842,3
"108","20","28","12","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.40331012990039,0.769230769230769,"0",4,"1","0",0.3,0.210526315789474,3
"109","28","23","12","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.40331012990039,0.769230769230769,"0",1,"0","0",0.4,0.263157894736842,2
"110","10","22","12","4",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.40331012990039,0.769230769230769,"0",1,"1","0",0.7,0.421052631578947,8
"111","34","27","12","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.40331012990039,0.769230769230769,"0",0,"0","0",0.7,0.473684210526316,2
"112","24","19","12","2",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.40331012990039,0.769230769230769,"0",0,"1","0",0.5,0.210526315789474,8
"113","28","23","12","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.40331012990039,0.438863432529484,"0",1,"0","0",0.4,0.263157894736842,2
"114","28","23","1","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.83167210615122,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,1
"115","34","19","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.627541892014317,0.615384615384615,"0",0,"0","0",0.699999999999997,0.473684210526316,1
"116","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,1
"117","14","18","1","2",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.747626259684278,0.832324834543948,"0",2,"1","0",0.7,0.315789473684211,8
"118","28","27","1","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.747626259684278,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,2
"119","27","23","1","2",0.253846153846154,0.787234042553192,0.260869565217391,0,0.747626259684278,0.615384615384615,"0",0,"0","0",0.2,0.105263157894737,2
"120","28","28","1","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.747626259684278,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,2
"121","28","27","1","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.747626259684278,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,1
"122","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,2
"123","28","27","1","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.747626259684278,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,2
"124","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.629741436674264,"0",0,"0","0",0.7,0.473684210526316,2
"125","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,2
"126","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,2
"127","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,2
"128","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,2
"129","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,2
"130","22","18","1","2",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.747626259684278,0.615384615384615,"0",0,"0","0",0.6,0,8
"131","11","18","1","2",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.747626259684278,0.615384615384615,"0",2,"1","0",0.7,0.578947368421053,8
"132","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,2
"133","27","23","1","2",0.253846153846154,0.787234042553192,0.260869565217391,0,0.646252707314312,0.615384615384615,"0",0,"0","0",0.298898371099949,0.105263157894737,2
"134","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,2
"135","34","27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.747626259684278,0.615384615384615,"0",0,"0","0",0.7,0.473684210526316,0
"136","28","23","1","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.747626259684278,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,1
"137","11","22","1","2",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.747626259684278,0.615384615384615,"0",2,"1","0",0.7,0.578947368421053,3
"138","27","23","2","2",0.253846153846154,0.787234042553192,0.260869565217391,0,0.703879536319683,0.923076923076923,"0",0.584172159243956,"0","0",0.2,0.105263157894737,1
"139","24","1","2","2",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.703879536319683,0.923076923076923,"0",0,"1","0",0.5,0.210526315789474,8
"140","3","11","2","2",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.703879536319683,0.923076923076923,"0",0,"1","0",0.5,0.631578947368421,8
"141","14","28","2","2",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.703879536319683,0.923076923076923,"0",2,"1","0",0.7,0.315789473684211,2
"142","6","23","2","2",0.273076923076923,0.51063829787234,0.521739130434783,0.230769230769231,0.703879536319683,0.923076923076923,"0",2,"0","0",0.2,0.315789473684211,8
"143","20","28","2","2",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.703879536319683,0.923076923076923,"0",4,"1","0",0.3,0.210526315789474,2
"144","11","22","2","2",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.703879536319683,0.923076923076923,"0",2,"1","0",0.7,0.578947368421053,8
"145","31","11","2","2",5.46571335200077e-17,0.212765957446809,0.347826086956522,0.884615384615385,0.703879536319683,0.923076923076923,"0",0,"0","0",0.700000000000003,0.263157894736842,8
"146","31","1","2","2",0,0.212765957446809,0.347826086956522,0.884615384615385,0.703879536319683,0.923076923076923,"0",0,"0","0",0.7,0.263157894736842,8
"147","28","28","2","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.703879536319683,0.923076923076923,"0",1,"0","0",0.4,0.263157894736842,2
"148","28","23","2","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.703879536319683,0.923076923076923,"0",1,"0","0",0.4,0.263157894736842,2
"149","22","23","2","2",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.703879536319683,0.923076923076923,"0",0,"0","0",0.6,0,1
"150","27","23","2","2",0.253846153846154,0.787234042553192,0.260869565217391,0,0.703879536319683,0.923076923076923,"0",0,"0","0",0.2,0.105263157894737,8
"151","28","25","2","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.703879536319683,0.923076923076923,"0",1,"0","0",0.4,0.263157894736842,3
"152","18","18","2","2",0.815384615384615,0.234042553191489,0.130434782608696,0.0384615384615385,0.703879536319683,0.923076923076923,"0",0,"0","0",0.427426478893477,0.315789473684211,8
"153","18","23","2","2",0.815384615384615,0.234042553191489,0.130434782608696,0.0384615384615385,0.703879536319683,0.923076923076923,"0",0,"0","0",0.368331481395086,0.315789473684211,1
"154","28","23","2","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.703879536319683,0.923076923076923,"0",1,"0","0",0.4,0.263157894736842,1
"155","6","19","2","2",0.273076923076923,0.51063829787234,0.521739130434783,0.230769230769231,0.703879536319683,0.923076923076923,"0",2,"0","0",0.2,0.315789473684211,8
"156","19","28","3","2",0.665384615384615,0.957446808510638,0.478260869565217,0.192307692307692,1,0.615384615384615,"0",0,"1","0",0.4,0.210526315789474,2
"157","20","19","3","2",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,1,0.615384615384615,"0",4,"1","0",0.3,0.210526315789474,8
"158","30","19","3","2",0.15,0.468085106382979,0.217391304347826,0.0769230769230769,1,0.615384615384615,"0",0,"1","1",0.7,0.157894736842105,3
"159","17","17","3","2",0.234615384615385,0.361702127659574,0.695652173913043,0.5,1,0.615384615384615,"0",2,"0","1",0.5,0.157894736842105,8
"160","15","22","3","2",0.665384615384615,0.553191489361702,0.478260869565217,0.5,1,0.615384615384615,"0",1,"1","0",0.6,0.315789473684211,8
"161","20","13","3","2",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,1,0.615384615384615,"0",4,"1","0",0.3,0.210526315789474,8
"162","22","13","3","2",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,1,0.615384615384615,"0",0,"0","0",0.6,0,8
"163","33","14","3","2",0.5,0.425531914893617,0.565217391304348,0.769230769230769,1,0.615384615384615,"0",2,"0","0",0,0.684210526315789,3
"164","20","13","3","2",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,1,0.615384615384615,"0",4,"1","0",0.3,0.210526315789474,4.31480241247429
"165","17","11","3","2",0.234615384615385,0.361702127659574,0.695652173913043,0.5,1,0.615384615384615,"0",2,"0","1",0.5,0.157894736842105,6.50764580765716
"166","14","1","3","2",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,1,0.615384615384615,"0",2,"1","0",0.520415398624888,0.315789473684211,16
"167","20","26","3","2",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,1,0.615384615384615,"0",4,"1","0",0.3,0.210526315789474,16
"168","14","13","3","2",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,1,0.615384615384615,"0",2,"1","0",0.625562431934401,0.315789473684211,8
"169","11","6","3","2",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,1,0.615384615384615,"0",2,"1","0",0.7,0.578947368421053,8
"170","17","8","3","2",0.234615384615385,0.361702127659574,0.695652173913043,0.5,1,0.615384615384615,"0",2,"0","1",0.5,0.157894736842105,8
